1	1.126970845413208
2	0.8170213608264923
3	0.817918193435669
4	0.8184372439384461
5	0.8180251436233521
6	0.8184708018302917
7	0.8178860164642334
8	0.8189741785049438
9	0.8174221907615662
10	0.8177760252952576
11	0.8177937211036682
12	0.8189600390434265
13	0.8163627922058105
14	0.8179102250576019
15	0.81850445728302
16	0.8186633472442627
17	0.8177796998977661
18	0.81823547372818
19	0.8179277572631836
20	0.8179861685752868
21	0.8184750964164734
22	0.818102430343628
23	0.8188073472976685
24	0.8169158411026001
25	0.8177892415046691
26	0.8175868884086609
27	0.8180737067222595
28	0.8184086272239685
29	0.817731565952301
30	0.8175623153686523
31	0.817726751613617
32	0.8178434481620789
33	0.8175650984764099
34	0.8166195129394531
35	0.8188003848075867
36	0.8174923698425293
37	0.8171045811653137
38	0.817672472000122
39	0.8179098927497864
40	0.8184760423660278
41	0.8174539827346802
42	0.8167269499778748
43	0.818315784740448
44	0.8183295446395874
45	0.8181889795303344
46	0.817768459892273
47	0.8188529117584229
48	0.8182112574577332
49	0.8175438559532165
50	0.8175525512695313
