1	7.9396938201904295
2	2.9846783174514773
3	1.5709428142547608
4	1.0970383275985718
5	0.9575218469619751
6	0.9123393345117569
7	0.889135700416565
8	0.8745568386077881
9	0.8597269964218139
10	0.8462306166172028
11	0.8307486114501953
12	0.8132850233078003
13	0.7933476587295533
14	0.7724249378681183
15	0.7474593476295471
16	0.7196766991615295
17	0.6917001201629639
18	0.6615828742027283
19	0.6289911295890808
20	0.5966667128562927
21	0.5672320238113403
22	0.54016370677948
23	0.5196335279464722
24	0.5024545813560486
25	0.488893926858902
26	0.47490214018821714
27	0.4639101334810257
28	0.45419816732406615
29	0.4457073169708252
30	0.4382669065952301
