1	1.3328083961486816
2	0.7866282997131347
3	0.7191415644645691
4	0.6852171697616577
5	0.6639191957473755
6	0.6498104667663575
7	0.6402786544322967
8	0.634568807888031
9	0.6279345668792725
10	0.6262128549575806
11	0.6231402126312255
12	0.6202697778701782
13	0.6175968235254288
14	0.6147653215408325
15	0.6132465761423112
16	0.6092027801513672
17	0.6038670006275177
18	0.596390364074707
19	0.5838168622493743
20	0.5679195262908936
21	0.5419910262584686
22	0.5115590935707093
23	0.47783668668270113
24	0.4482133638381958
25	0.4313529054641724
26	0.42622268528938295
27	0.41621284408569337
28	0.414260973072052
29	0.40925196180343626
30	0.40763157052993776
