1	9.389709191894532
2	3.806657530975342
3	1.7402268398284912
4	1.266322036933899
5	1.0427255814552308
6	0.9553799558639526
7	0.9305764421463013
8	0.9219871726989746
9	0.9174463644981384
10	0.9114342908859253
11	0.8997026437759399
12	0.8789970653533935
13	0.8446302220344544
14	0.7769185262680054
15	0.6257962558746338
16	0.4956882457256317
17	0.42976843671798703
18	0.3997818067550659
19	0.38599220876693724
20	0.37741011123657225
21	0.37152118978500365
22	0.3677462337970734
23	0.36450470476150515
24	0.36254361338615415
25	0.3611875898361206
26	0.3606121547460556
27	0.359249204826355
28	0.3584740101337433
29	0.35921863451004027
30	0.3581416365146637
