100	0.0	0.018200874477624893	0.018200874
500	0.0	1.011577888121451e-09	1.0115779e-09
200	0.0	0.00031262786185834554	0.00031262785
1000	0.0	1.1018811557628184e-11	1.1018812e-11
500	0.5	0.20780712068080903	0.20780712
500	1.0	0.8312284827232361	0.8312285
500	2.0	3.324880352020264	3.3248804
500	0.0	8.163435305519329e-10	8.1634355e-10
500	0.0	2.3083319922179159e-10	2.308332e-10
1000	1.0	1.0753319835662842	1.075332
100	1.0	0.9370021724700928	0.9370022
100	1.0	0.9353121995925904	0.9353122
100	1.0	0.9527603721618653	0.9527604
100	1.0	0.9448406553268432	0.94484067
100	1.0	0.9373272514343262	0.93732727
100	1.0	0.9377493476867675	0.9377493
100	1.0	1.003616247177124	1.0036162
2	1	0.8804093027114868	0.8804093
2	1	0.8804093027114868	0.8804093
2	1	0.8786637473106385	0.8786638
4	1	0.8800031268596649	0.88000315
8	1	0.8802632522583008	0.8802632
16	1	0.8783270978927612	0.87832713
2	1	0.6565582740306855	0.6565583
4	1	0.6567991316318512	0.65679914
8	1	0.6561955726146698	0.6561956
16	1	0.6561733531951904	0.65617335
16	1	0.5875461965799331	0.58754617
8	1	0.5876945948600769	0.5876946
4	1	0.5876925748586654	0.58769256
2	1	0.5875426208972931	0.5875426
2	1	0.5875426208972931	0.5875426
2	1	0.5874705600738526	0.58747053
4	1	0.20423318028450013	0.20423317
8	1	0.34077334523200986	0.34077334
16	1	0.3423425829410553	0.34234262
2	1	11.373696460723878	11.373696
2	1	11.373696460723878	11.373696
2	1	11.373696460723878	11.373696
2	1	0.39897541999816893	0.3989754
2	1	0.30426450848579406	0.30426452
2	1	0.3043785834312439	0.3043786
2	1	10.77244592666626	10.772447
2	1	10.77244592666626	10.772447
2	1	0.289080992937088	0.289081
100	1.0	0.9405778694152832	0.94057786
4	1	10.77244592666626	10.772447
2	1	0.2626956564188003	0.26269567
4	1	0.2737623131275177	0.27376232
4	1	0.27596670866012574	0.2759667
4	1	10.77244592666626	10.772447
4	1	0.2594188642501831	0.25941887
4	1	0.32124276280403136	0.32124275
4	1	0.35844567000865935	0.35844567
8	1	0.2790683114528656	0.27906832
8	1	0.30642398715019226	0.306424
8	1	0.2810875457525253	0.28108755
32	1	0.2732841396331787	0.27328414
8	1	0.25942355608940126	0.25942355
32	1	0.2654888793230057	0.2654889
32	1	11.91756936264038	11.917567
32	1	0.2572278563976288	0.25722784
4	1	0.2547003567218781	0.25470036
4	1	0.3006364824771881	0.30063647
4	1	11.91756936264038	11.917567
4	1	11.91756936264038	11.917567
4	1	0.5018265775442123	0.5018265
4	1	0.2613462390899658	0.26134625
4	1	0.24746466934680938	0.24746464
4	1	11.91756936264038	11.917567
4	1	6.37871489238739	6.3787155
8	1	6.37871489238739	6.3787155
2	4	1	6.485691535949707	6.4856915
2	8	1	6.485691535949707	6.4856915
2	16	1	6.485691535949707	6.4856915
4	4	1	6.485691535949707	6.4856915
2	1	1	0.9095775898694992	0.90957755
4	1	1	0.38432210302352904	0.38432214
4	1	1	0.38432210302352904	0.38432214
4	1	1	0.38432210302352904	0.38432214
16	1	1	0.3715902190208435	0.3715902
32	1	1	0.36046620321273803	0.3604662
2	2	2	0.42726076316833494	0.42726076
4	4	2	0.3538106887340546	0.3538107
8	8	2	0.3600808792114258	0.3600809
16	16	2	0.3716551352739334	0.3716551
64	64	2	0.3660162192583084	0.36601627
2	2	3	12.031690113067627	12.031691
2	2	3	0.6077414796352386	0.6077415
2	4	3	0.3532840517759323	0.35328406
4	8	3	0.3969119149446487	0.39691195
8	16	3	0.35623037803173063	0.3562304
8	16	3	0.35623037803173063	0.3562304
8	16	3	0.001744244359433651	0.0017442444
32	32	4	0.0007707369036506861	0.00077073695
32	32	4	0.00010872667888179422	0.00010872668
4	4	4	0.02052100712712854	0.02052101
4	8	3	0.0022730673244223	0.002273067
4	8	3	0.0012458097366034053	0.0012458097
2	2	3	0.3801033055782318	0.3801033
2	2	3	0.37295450615882875	0.37295446
2	2	2	0.36523526775836945	0.3652353
2	2	2	0.36220811092853544	0.36220813
2	2	2	0.36220811092853544	0.36220813
2	2	4	0.5326199740171432	0.53262
2	2	1	0.40035293316841125	0.40035293
4	2	1	0.39913756608963014	0.3991376
8	2	1	0.38280382061004636	0.3828038
16	2	1	0.36969924306869506	0.3696992
16	2	1	0.3809834203720093	0.38098338
32	2	1	0.3723754072189331	0.3723754
2	2	2	0.4011910786628723	0.40119112
4	4	2	0.3930537385940552	0.39305377
16	16	2	0.39698398065567014	0.39698398
32	32	2	0.3545816659927368	0.35458162
2	2	3	0.36956087803840637	0.3695609
2	4	3	0.43827936887741087	0.43827936
4	4	3	0.39111612701416015	0.3911161
4	8	3	0.3688780379295349	0.36887798
8	16	3	0.36874617004394533	0.3687462
2	2	3	0.6045004150867462	0.60450053
4	8	3	0.34983790946006776	0.3498379
8	16	3	0.4077839126586914	0.40778396
2	2	3	0.3655037240982056	0.36550373
32	64	3	0.39125319504737854	0.39125323
4	8	4	0.41312266397476194	0.41312268
4	8	4	0.41312266397476194	0.41312268
4	4	4	0.3695191546678543	0.36951917
16	32	4	0.3727285079956055	0.37272856
2	4	3	0.3542620449066162	0.35426205
2	4	3	0.3741303246021271	0.37413034
2	4	3	0.37012534379959106	0.37012535
2	4	3	0.35337021803855895	0.35337022
2	4	3	0.35337021803855895	0.35337022
2	4	3	0.35337021803855895	0.35337022
2	4	3	0.34892327404022216	0.34892324
2	4	3	0.43786269772052766	0.4378627
4	4	4	0.3555194628238678	0.35551947
