4	4	4	0.36946495521068573	0.3694649
4	4	4	0.3594401465654373	0.35944015
4	4	4	0.37148589849472047	0.3714859
4	4	4	6.485691535949707	6.4856915
4	4	4	6.485691535949707	6.4856915
4	4	4	6.485691535949707	6.4856915
4	4	4	0.6098939399719239	0.60989404
4	4	4	0.6169734400510788	0.61697334
4	4	4	0.6193240478038787	0.6193241
4	4	4	0.3650023412704468	0.36500233
4	4	4	0.3693672435283661	0.36936724
2	4	3	0.9060276260375977	0.9060277
2	4	3	0.6561490240097045	0.6561489
2	4	3	0.3529074094295502	0.35290745
2	4	3	0.6176886575222016	0.6176887
2	4	3	0.6176886575222016	0.6176887
2	4	3	0.7825505204200744	0.78255045
2	4	3	1.3395092973709106	1.3395092
2	4	3	1.7777486391067505	1.7777488
2	4	3	0.155771671295166	0.15577169
2	4	3	0.024585243731737136	0.024585245
2	4	3	0.15924321073293685	0.15924323
4	4	4	0.15651171052455903	0.15651171
4	4	4	0.025133741468191147	0.025133742
4	4	4	0.024591077730059623	0.024591077
4	4	4	0.024591077730059623	0.024591077
4	4	4	0.024591077730059623	0.024591077
4	4	4	0.024591077730059623	0.024591077
4	4	4	0.02574145720899105	0.02574146
4	4	4	0.02574145720899105	0.02574146
4	4	4	0.02574145720899105	0.02574146
4	4	4	0.02574145720899105	0.02574146
4	4	4	0.02574145720899105	0.02574146
2	2	2	2.0796175785064697	2.0796177
2	2	2	2.0796175785064697	2.0796177
2	2	2	1.2903136711120606	1.2903137
2	2	2	0.35206173586845396	0.35206175
4	4	2	0.3770890083312988	0.37708902
8	8	2	0.3721957514286041	0.37219578
16	16	2	0.35954411888122556	0.35954413
32	32	2	0.37943444299697876	0.37943444
32	32	2	0.37943444299697876	0.37943444
4	2	1	0.37363567399978637	0.37363568
2	2	1	0.3862108759880066	0.38621092
8	2	1	0.38316434335708616	0.38316435
16	2	1	0.3682447628974915	0.36824468
100	1.0	0.9772251224517823	0.9772251
16	2	1	0.3755988037586212	0.37559882
16	2	1	0.3755988037586212	0.37559882
2	2	3	1.2866622886657715	1.2866622
2	2	3	0.9111636410951615	0.9111636
2	2	3	0.39217715454101565	0.39217716
16	32	3	0.3755951813459396	0.37559518
16	32	4	0.36563676714897153	0.36563674
32	64	3	0.35447155010700226	0.3544716
